time,CO2,CO2_QC,GPP_DT,GPP_NT,G,G_QC,H_CORR,H,H_QC,H_RANDUNC,H_RANDUNC_N,LE_CORR,LE,LE_QC,LE_RANDUNC,LE_RANDUNC_N,LW_IN,LW_OUT,NEE,NEE_QC,NEE_RANDUNC,NEE_RANDUNC_N,NETRAD,NIGHT,P,PA,PPFD_DIF,PPFD_IN,PPFD_OUT,RECO_DT,RECO_NT,SWC_1,SWC_1_QC,SWC_2,SWC_2_QC,SW_IN,SW_IN_QC,SW_OUT,SW_IN_POT,TA,TA_QC,TS_1,TS_2,TS_1_QC,TS_2_QC,USTAR,VPD,VPD_QC,WS,ET,PET,RH,TEA_T_NT_75
2021-05-26 19:15:00,398.864,,3.29529100932171,3.29529100932171,,,,-51.2286,0.0,,,,18.4081,0.0,,,,,9.03189,0.0,,,14.6471294161911,,0.0,98268.0,,203.782903055522,,6.76670680390997,,,,,,88.6012621980529,1.0,,210.758818997859,24.247,0.0,,,,,0.306794,20.525,0.0,2.95285,0.013560102592530909,7.89131196653561e-05,0.3205926287588058,0.0054589196619298725
2021-05-26 19:45:00,399.479,,1.54599478556381,1.54599478556381,,,,-22.7888,0.0,,,,12.4247,0.0,,,,-36.3935113524739,2.630729,0.0,,,6.28516644286086,,0.0,98288.9,,89.6959496074496,,6.70918941167926,,,,,,38.9982389597607,0.0,32.7130725168999,210.758818997859,23.611,0.0,,,,,0.11134,18.7049,0.0,1.83752,0.009146861542779352,8.18509768393849e-05,0.3567289298991462,0.002000213638742144
2021-05-26 20:15:00,399.034,,0.881655521737898,0.881655521737898,,,,-47.9412,0.0,,,,18.3985,0.0,,,,,5.724631,0.0,,,3.54158162681398,,0.0,98311.4,,50.0253105246116,,6.65725856469329,,,,,,21.7501350107007,1.0,,42.3125127925451,23.042,0.0,,,,,0.200881,17.1844,0.0,2.41872,0.01353720942813029,7.81089013249797e-05,0.3883768787632059,0.001548669823489378
2021-05-26 20:45:00,400.065,,0.186352505632187,0.186352505632187,,,,-59.7302,0.0,,,,29.9563,0.0,,,,-28.486397169897,6.867256,0.0,,,0.797996810767103,,0.0,98336.4,,10.3546714417736,,6.60552407873237,,,,,,4.50203106164069,0.0,3.70403425087359,42.3125127925451,22.48,0.0,,,,,0.143875,15.4666,0.0,2.90105,0.02202918925773609,0.0001066318355053,0.43044647636506506,0.0006553977046011234
2021-05-26 21:15:00,399.579,,0.0934307891008422,0.0934307891008422,,,,-39.9739,0.0,,,,13.3015,0.0,,,,,5.519152,0.0,,,0.398998405383551,,0.0,98337.8,,5.1773357208868,,6.34114241248336,,,,,,2.25101553082035,1.0,,0.0,21.807,0.0,,,,,0.350269,13.6825,0.0,3.11544,0.009775254077828973,8.18646386459797e-05,0.4750728113814402,0.0
2021-05-26 21:45:00,402.169,,0.0,0.0,,,,-18.332,0.0,,,,6.63293,0.0,,,,-24.8901992086987,6.08109,0.0,,,0.0,,0.0,98329.6,,0.0,,6.32192168737796,,,,,,0.0,0.0,0.0,0.0,21.595,0.0,,,,,0.165229,13.1238,0.0,1.72116,0.004873531414973227,5.27414291299828e-05,0.4899448098499314,0.0
2021-05-26 22:15:00,406.131,,0.0,0.0,,,,-41.8238,0.0,,,,21.1702,0.0,,,,,11.64287,0.0,,,0.0,,0.0,98328.8,,0.0,,6.25627072846645,,,,,,0.0,1.0,,0.0,20.876,0.0,,,,,0.277453,11.344,0.0,2.52701,0.015543948117690783,5.55997031527998e-05,0.5392506262869108,0.0
2021-05-26 22:45:00,404.473,,0.0,0.0,,,,-52.2104,0.0,,,,34.5161,0.0,,,,-23.3813495483184,20.3036,0.0,,,0.0,,0.0,98335.5,,0.0,,6.19231012789822,,,,,,0.0,0.0,0.0,0.0,20.183,0.0,,,,,0.332343,9.56941,0.0,2.84148,0.025326036907184143,7.52700706644717e-05,0.5943687206220208,0.0
2021-05-26 23:15:00,406.61,,0.0,0.0,,,,-24.9042,0.0,,,,16.5821,0.0,,,,,12.13343,0.0,,,0.0,,0.0,98281.2,,0.0,,6.10098348198365,,,,,,0.0,1.0,,0.0,19.206,0.0,,,,,0.228269,7.23262,0.0,2.01097,0.012155569731004075,6.61479149725151e-05,0.6742704023892516,0.0
2021-05-26 23:45:00,406.522,,0.0,0.0,,,,-27.5079,0.0,,,,25.0106,0.0,,,,-16.3338681150094,7.742802,0.0,,,0.0,,0.0,98255.8,,0.0,,6.00302873636327,,,,,,0.0,0.0,0.0,0.0,18.174,0.0,,,,,0.225496,5.64142,0.0,2.56807,0.01831586887818934,4.19540425685928e-05,0.7290055217334714,0.0
2021-05-27 00:15:00,406.936,,0.0,0.0,,,,-25.093,0.0,,,,20.1174,0.0,,,,,9.364028,0.0,,,0.0,,0.0,98205.2,,0.0,,5.93328770104291,,,,,,0.0,1.0,,0.0,17.449,0.0,,,,,0.155125,4.74612,0.0,2.28289,0.01472216811438795,6.1675545187324e-05,0.7613720658901163,0.0
2021-05-27 00:45:00,406.14,,0.0,0.0,,,,-1.95765,0.0,,,,-3.67028,0.0,,,,-14.2552146835366,-0.482329,0.0,,,0.0,,0.0,98179.7,,0.0,,5.92525437454156,,,,,,0.0,0.0,0.0,0.0,17.366,0.0,,,,,0.101974,4.72229,0.0,1.04729,-0.0026857425973982447,4.94092593518729e-05,0.761323190855275,0.0
2021-05-27 01:15:00,406.501,,0.0,0.0,,,,-4.57219,0.0,,,,4.97636,0.0,,,,,4.01914363333333,1.0,,,0.0,,0.0,98163.8,,0.0,,5.91924695666488,,,,,,0.0,1.0,,0.0,17.304,0.0,,,,,0.0796205,4.69872,0.0,0.7676,0.003641254536726645,4.18074951798982e-05,0.7615828563268081,0.0
2021-05-27 01:45:00,406.372,,0.0,0.0,,,,-11.0904,0.0,,,,4.84374,0.0,,,,-15.995927526457,3.1757319,0.0,,,0.0,,0.0,98120.1,,0.0,,5.91885918678675,,,,,,0.0,0.0,0.0,0.0,17.3,0.0,,,,,0.100828,4.76861,0.0,1.24483,0.003544201440732293,2.42426114807364e-05,0.7579754354149089,0.0
2021-05-27 02:15:00,410.774,,0.0,0.0,,,,-4.03932,0.0,,,,-0.768929,0.0,,,,,3.01508995,2.0,,,0.0,,0.0,98107.3,,0.0,,5.90478659316771,,,,,,0.0,1.0,,0.0,17.155,0.0,,,,,0.0724379,4.39457,0.0,0.891414,-0.0005625526184330463,2.54599902985058e-05,0.7749059949679655,0.0
2021-05-27 02:45:00,409.335,,0.0,0.0,,,,-3.41154,0.0,,,,4.83308,0.0,,,,-14.7038699417518,6.14579427142857,1.0,,,0.0,,0.0,98095.9,,0.0,,5.90944854272954,,,,,,0.0,0.0,0.0,0.0,17.203,0.0,,,,,0.0496954,4.39978,0.0,0.649353,0.003536070987281188,2.04763061700328e-05,0.7753220109187641,0.0
2021-05-27 03:15:00,410.398,,0.0,0.0,,,,-0.470359,0.0,,,,0.864882,0.0,,,,,7.19666233333333,2.0,,,0.0,,0.0,98083.3,,0.0,,5.91119589683,,,,,,0.0,1.0,,0.0,17.221,0.0,,,,,0.0512531,4.31565,0.0,0.513718,0.0006327925833484566,1.48164393229695e-05,0.7798687661973198,0.0
2021-05-27 03:45:00,407.959,,0.0,0.0,,,,5.35028,0.0,,,,7.96073,0.0,,,,-14.7479239464345,5.5763226125,1.0,,,0.0,,0.0,98079.0,,0.0,,5.91090470435602,,,,,,0.0,0.0,0.0,0.0,17.218,0.0,,,,,0.0909325,4.51583,0.0,0.62071,0.005824466625049884,8.12651578025977e-06,0.7696143716870696,0.0
